분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치,사망자_최소,사망자_최대,확전이력,종료여부,사망자규모,분쟁지역명,분쟁시작일,분쟁종료일
275,1965,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1966,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1967,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1968,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1969,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1970,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1971,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1972,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1973,에티오피아,에티오피아 정부,"ELF, EPLF",영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1974,에티오피아,에티오피아 정부,ELF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Eritrea,1961-09-30,
275,1975,에티오피아,에티오피아 정부,"ELF, EPLF",영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1976,에티오피아,에티오피아 정부,"ELF, EPLF",영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1977,에티오피아,에티오피아 정부,"ELF, EPLF",영토,전면전,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1978,에티오피아,에티오피아 정부,"ELF, EPLF",영토,전면전,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1979,에티오피아,에티오피아 정부,"ELF, EPLF",영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1980,에티오피아,에티오피아 정부,"ELF, EPLF",영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1981,에티오피아,에티오피아 정부,EPLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1982,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1983,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1984,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1985,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1986,에티오피아,에티오피아 정부,EPLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1987,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1988,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Eritrea,1961-09-30,
275,1989,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,5930.0,5930.0,5930.0,있음,진행중,대규모,Eritrea,1961-09-30,
275,1990,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,30633.0,30633.0,30633.0,있음,진행중,대규모,Eritrea,1961-09-30,
275,1991,에티오피아,에티오피아 정부,EPLF,영토,전면전,내전,아프리카,6907.0,6904.0,6907.0,있음,종료,대규모,Eritrea,1961-09-30,1991-05-31
276,1962,"인도네시아, 네덜란드",인도네시아 정부,Government of Netherlands,영토,소규모,국제화내전,복합지역,0.0,0.0,0.0,없음,종료,미확인,West New Guinea,1962-01-15,1962-09-21
277,1962,베네수엘라,베네수엘라 정부,Military faction (navy),정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,종료,미확인,,1962-06-03,1962-12-31
277,1982,베네수엘라,베네수엘라 정부,Bandera Roja,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,종료,미확인,,1962-06-03,1982-10-04
277,1992,베네수엘라,베네수엘라 정부,Military faction (forces of Hugo Chávez),정부/권력,소규모,내전,아메리카,144.0,144.0,263.0,없음,종료,중규모,,1962-06-03,1992-11-27
278,1963,"알제리, 모로코",알제리 정부,Government of Morocco,영토,소규모,국제화내전,아프리카,0.0,0.0,0.0,없음,종료,미확인,Common Border,1963-10-08,1963-11-04
279,1963,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1964,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1965,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1966,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1967,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1968,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1969,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1970,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1971,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1972,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Guinea-Bissau,1963-02-28,
279,1973,기니비사우,Portugal 정부,PAIGC,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,종료,미확인,Guinea-Bissau,1963-02-28,1973-12-31
280,1963,말레이시아,말레이시아 정부,CCO,영토,소규모,내전,아시아,0.0,0.0,0.0,없음,진행중,미확인,North Borneo,1963-12-31,
280,1964,말레이시아,말레이시아 정부,CCO,영토,소규모,내전,아시아,0.0,0.0,0.0,없음,진행중,미확인,North Borneo,1963-12-31,
280,1965,말레이시아,말레이시아 정부,CCO,영토,소규모,비국가분쟁,아시아,0.0,0.0,0.0,없음,진행중,미확인,North Borneo,1963-12-31,
280,1966,말레이시아,말레이시아 정부,CCO,영토,소규모,비국가분쟁,아시아,0.0,0.0,0.0,없음,종료,미확인,North Borneo,1963-12-31,1966-12-31
281,1963,"인도네시아, 말레이시아",인도네시아 정부,Government of Malaysia,영토,소규모,국제화내전,아시아,0.0,0.0,0.0,없음,진행중,미확인,North Borneo,1962-12-08,
281,1964,"인도네시아, 말레이시아",인도네시아 정부,Government of Malaysia,영토,소규모,국제화내전,아시아,0.0,0.0,0.0,없음,진행중,미확인,North Borneo,1962-12-08,
281,1965,"인도네시아, 말레이시아",인도네시아 정부,Government of Malaysia,영토,소규모,국제화내전,아시아,0.0,0.0,0.0,없음,진행중,미확인,North Borneo,1962-12-08,
281,1966,"인도네시아, 말레이시아",인도네시아 정부,Government of Malaysia,영토,소규모,국제화내전,아시아,0.0,0.0,0.0,없음,종료,미확인,North Borneo,1962-12-08,1966-08-11
282,1963,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1964,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1965,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1966,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1967,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1968,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1969,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1970,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1971,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Southern Sudan,1963-12-31,
282,1972,수단,수단 정부,SSLM,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,종료,미확인,Southern Sudan,1963-12-31,1972-01-31
283,1964,콩고민주공화국,DR Congo (Zaire) 정부,CNL,정부/권력,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1964-01-03,
283,1965,콩고민주공화국,DR Congo (Zaire) 정부,CNL,정부/권력,전면전,내전,아프리카,0.0,0.0,0.0,있음,종료,미확인,,1964-01-03,1965-12-31
283,1967,콩고민주공화국,DR Congo (Zaire) 정부,Military Faction (Forces of Jean Schramme),정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,있음,종료,미확인,,1964-01-03,1967-11-05
283,1977,콩고민주공화국,DR Congo (Zaire) 정부,FLNC,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1964-01-03,
283,1978,콩고민주공화국,DR Congo (Zaire) 정부,FLNC,정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,있음,종료,미확인,,1964-01-03,1978-06-15
283,1996,콩고민주공화국,DR Congo (Zaire) 정부,AFDL,정부/권력,전면전,비국가분쟁,아프리카,1288.0,1148.0,1836.0,있음,진행중,대규모,,1964-01-03,
283,1997,콩고민주공화국,DR Congo (Zaire) 정부,AFDL,정부/권력,전면전,비국가분쟁,아프리카,4465.0,4046.0,4834.0,있음,진행중,대규모,,1964-01-03,
283,1998,콩고민주공화국,DR Congo (Zaire) 정부,"MLC, RCD",정부/권력,전면전,비국가분쟁,아프리카,3343.0,3022.0,5711.0,있음,진행중,대규모,,1964-01-03,
283,1999,콩고민주공화국,DR Congo (Zaire) 정부,"MLC, RCD",정부/권력,전면전,비국가분쟁,아프리카,2953.0,2598.0,3229.0,있음,진행중,대규모,,1964-01-03,
283,2000,콩고민주공화국,DR Congo (Zaire) 정부,"MLC, RCD",정부/권력,전면전,비국가분쟁,아프리카,1294.0,1260.0,2458.0,있음,진행중,대규모,,1964-01-03,
283,2001,콩고민주공화국,DR Congo (Zaire) 정부,RCD,정부/권력,소규모,비국가분쟁,아프리카,454.0,454.0,734.0,있음,종료,중규모,,1964-01-03,2001-09-29
283,2005,콩고민주공화국,DR Congo (Zaire) 정부,RNL,정부/권력,소규모,내전,아프리카,34.0,34.0,34.0,있음,진행중,소규모,,1964-01-03,
283,2006,콩고민주공화국,DR Congo (Zaire) 정부,CNDP,정부/권력,소규모,내전,아프리카,182.0,54.0,362.0,있음,진행중,중규모,,1964-01-03,
283,2007,콩고민주공화국,DR Congo (Zaire) 정부,CNDP,정부/권력,소규모,내전,아프리카,516.0,516.0,553.0,있음,진행중,중규모,,1964-01-03,
283,2008,콩고민주공화국,DR Congo (Zaire) 정부,CNDP,정부/권력,소규모,내전,아프리카,486.0,486.0,486.0,있음,종료,중규모,,1964-01-03,2008-10-29
283,2011,콩고민주공화국,DR Congo (Zaire) 정부,CNPSC,정부/권력,소규모,내전,아프리카,82.0,82.0,82.0,있음,진행중,소규모,,1964-01-03,
283,2012,콩고민주공화국,DR Congo (Zaire) 정부,"CNPSC, M23, UPCP",정부/권력,소규모,비국가분쟁,아프리카,734.0,678.0,851.0,있음,진행중,중규모,,1964-01-03,
283,2013,콩고민주공화국,DR Congo (Zaire) 정부,"APCLS, Forces of Paul Joseph Mukungubila, M23",정부/권력,전면전,비국가분쟁,아프리카,1380.0,1360.0,1390.0,있음,진행중,대규모,,1964-01-03,
283,2014,콩고민주공화국,DR Congo (Zaire) 정부,"APCLS, CNPSC",정부/권력,소규모,비국가분쟁,아프리카,86.0,63.0,106.0,있음,종료,소규모,,1964-01-03,2014-04-30
283,2016,콩고민주공화국,DR Congo (Zaire) 정부,"Kamuina Nsapu, RNL",정부/권력,소규모,내전,아프리카,506.0,308.0,1822.0,있음,진행중,중규모,,1964-01-03,
283,2017,콩고민주공화국,DR Congo (Zaire) 정부,"CNPSC, Kamuina Nsapu, M23, MNR",정부/권력,전면전,비국가분쟁,아프리카,3309.0,3067.0,4265.0,있음,진행중,대규모,,1964-01-03,
283,2018,콩고민주공화국,DR Congo (Zaire) 정부,"CMC, CNPSC, Kamuina Nsapu, UPLC",정부/권력,소규모,비국가분쟁,아프리카,439.0,439.0,453.0,있음,진행중,중규모,,1964-01-03,
283,2019,콩고민주공화국,DR Congo (Zaire) 정부,"CMC, CNPSC, UPLC",정부/권력,소규모,비국가분쟁,아프리카,179.0,179.0,181.0,있음,진행중,중규모,,1964-01-03,
283,2020,콩고민주공화국,DR Congo (Zaire) 정부,"APCLS, CMC, CNPSC",정부/권력,소규모,비국가분쟁,아프리카,224.0,214.0,247.0,있음,진행중,중규모,,1964-01-03,
283,2021,콩고민주공화국,DR Congo (Zaire) 정부,"APCLS, CMC, CNPSC, M23, RNL",정부/권력,소규모,비국가분쟁,아프리카,401.0,389.0,425.0,있음,진행중,중규모,,1964-01-03,
283,2022,콩고민주공화국,DR Congo (Zaire) 정부,"CNPSC, FABB, M23, Mayi Mayi Kyandenga, RNL",정부/권력,소규모,비국가분쟁,아프리카,544.0,536.0,740.0,있음,진행중,중규모,,1964-01-03,
283,2023,콩고민주공화국,DR Congo (Zaire) 정부,M23,정부/권력,소규모,비국가분쟁,아프리카,202.0,170.0,250.0,있음,진행중,중규모,,1964-01-03,
283,2024,콩고민주공화국,DR Congo (Zaire) 정부,AFC,정부/권력,소규모,비국가분쟁,아프리카,904.0,732.0,2555.0,있음,진행중,중규모,,1964-01-03,
284,1964,가봉,Gabon 정부,Military faction (forces loyal to Léon M'Ba),정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,없음,종료,미확인,,1964-02-18,1964-02-19
285,1964,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Mozambique,1964-11-19,
285,1965,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Mozambique,1964-11-19,
285,1966,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1967,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1968,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1969,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1970,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1971,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1972,모잠비크,Portugal 정부,Frelimo,영토,전면전,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1973,모잠비크,Portugal 정부,Frelimo,영토,전면전,국가간전쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Mozambique,1964-11-19,
285,1974,모잠비크,Portugal 정부,Frelimo,영토,소규모,국가간전쟁,아프리카,0.0,0.0,0.0,있음,종료,미확인,Mozambique,1964-11-19,1974-09-07
286,1964,남예멘,영국 정부,FLOSY,영토,소규모,국가간전쟁,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Aden/South Yemen,1964-11-25,
286,1965,남예멘,영국 정부,FLOSY,영토,소규모,국가간전쟁,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Aden/South Yemen,1964-11-25,
286,1966,남예멘,영국 정부,FLOSY,영토,소규모,국가간전쟁,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Aden/South Yemen,1964-11-25,
286,1967,남예멘,영국 정부,FLOSY,영토,소규모,국가간전쟁,중동/북아프리카,0.0,0.0,0.0,없음,종료,미확인,Aden/South Yemen,1964-11-25,1967-11-29
287,1965,부룬디,부룬디 정부,Military faction (forces loyal to Gervais Nyangoma),정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,없음,종료,미확인,,1965-10-18,1965-10-19
287,1991,부룬디,부룬디 정부,Palipehutu,정부/권력,소규모,내전,아프리카,272.0,272.0,551.0,없음,진행중,중규모,,1965-10-18,
287,1992,부룬디,부룬디 정부,Palipehutu,정부/권력,소규모,내전,아프리카,61.0,61.0,61.0,없음,종료,소규모,,1965-10-18,1992-04-14
287,1994,부룬디,부룬디 정부,CNDD,정부/권력,소규모,내전,아프리카,56.0,56.0,532.0,없음,진행중,소규모,,1965-10-18,
287,1995,부룬디,부룬디 정부,"CNDD, Palipehutu-FNL",정부/권력,소규모,내전,아프리카,382.0,308.0,926.0,없음,진행중,중규모,,1965-10-18,
287,1996,부룬디,부룬디 정부,"CNDD, Palipehutu-FNL",정부/권력,소규모,내전,아프리카,987.0,787.0,1462.0,있음,진행중,중규모,,1965-10-18,
287,1997,부룬디,부룬디 정부,"CNDD, Frolina, Palipehutu-FNL",정부/권력,전면전,내전,아프리카,1159.0,1048.0,1944.0,있음,진행중,대규모,,1965-10-18,
287,1998,부룬디,부룬디 정부,"CNDD, CNDD-FDD, Palipehutu-FNL",정부/권력,소규모,내전,아프리카,843.0,732.0,933.0,있음,진행중,중규모,,1965-10-18,
287,1999,부룬디,부룬디 정부,"CNDD-FDD, Palipehutu-FNL",정부/권력,소규모,내전,아프리카,781.0,545.0,953.0,있음,진행중,중규모,,1965-10-18,
287,2000,부룬디,부룬디 정부,"CNDD-FDD, Palipehutu-FNL",정부/권력,전면전,내전,아프리카,1529.0,1357.0,2246.0,있음,진행중,대규모,,1965-10-18,
287,2001,부룬디,부룬디 정부,"CNDD-FDD, Palipehutu-FNL",정부/권력,전면전,내전,아프리카,1246.0,1211.0,2598.0,있음,진행중,대규모,,1965-10-18,
287,2002,부룬디,부룬디 정부,"CNDD-FDD, Palipehutu-FNL",정부/권력,전면전,내전,아프리카,1293.0,940.0,1680.0,있음,진행중,대규모,,1965-10-18,
287,2003,부룬디,부룬디 정부,"CNDD-FDD, Palipehutu-FNL",정부/권력,소규모,내전,아프리카,912.0,885.0,1424.0,있음,진행중,중규모,,1965-10-18,
287,2004,부룬디,부룬디 정부,Palipehutu-FNL,정부/권력,소규모,내전,아프리카,433.0,411.0,471.0,있음,진행중,중규모,,1965-10-18,
287,2005,부룬디,부룬디 정부,Palipehutu-FNL,정부/권력,소규모,내전,아프리카,298.0,298.0,380.0,있음,진행중,중규모,,1965-10-18,
287,2006,부룬디,부룬디 정부,Palipehutu-FNL,정부/권력,소규모,내전,아프리카,141.0,141.0,141.0,있음,종료,중규모,,1965-10-18,2006-09-26
287,2008,부룬디,부룬디 정부,Palipehutu-FNL,정부/권력,소규모,내전,아프리카,226.0,226.0,233.0,있음,종료,중규모,,1965-10-18,2008-11-23
287,2014,부룬디,부룬디 정부,RED-TABARA,정부/권력,소규모,내전,아프리카,56.0,56.0,56.0,있음,진행중,소규모,,1965-10-18,
287,2015,부룬디,부룬디 정부,"FPB, Military faction (forces of Godefroid Niyombare), RED-TABARA",정부/권력,소규모,내전,아프리카,185.0,185.0,188.0,있음,종료,중규모,,1965-10-18,2015-12-11
287,2019,부룬디,부룬디 정부,RED-TABARA,정부/권력,소규모,비국가분쟁,아프리카,61.0,60.0,96.0,있음,진행중,소규모,,1965-10-18,
287,2020,부룬디,부룬디 정부,"FNL-Ubugabo-Burihabwa, RED-TABARA",정부/권력,소규모,비국가분쟁,아프리카,139.0,135.0,201.0,있음,진행중,중규모,,1965-10-18,
287,2021,부룬디,부룬디 정부,RED-TABARA,정부/권력,소규모,비국가분쟁,아프리카,26.0,26.0,29.0,있음,진행중,소규모,,1965-10-18,
287,2022,부룬디,부룬디 정부,"FNL-Ubugabo-Burihabwa, RED-TABARA",정부/권력,소규모,비국가분쟁,아프리카,242.0,234.0,268.0,있음,진행중,중규모,,1965-10-18,
287,2023,부룬디,부룬디 정부,RED-TABARA,정부/권력,소규모,비국가분쟁,아프리카,93.0,32.0,99.0,있음,진행중,소규모,,1965-10-18,
287,2024,부룬디,부룬디 정부,RED-TABARA,정부/권력,소규모,비국가분쟁,아프리카,60.0,57.0,108.0,있음,진행중,소규모,,1965-10-18,
288,1966,차드,차드 정부,Frolinat,정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,,1966-07-31,
288,1967,차드,차드 정부,Frolinat,정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,,1966-07-31,
288,1968,차드,차드 정부,Frolinat,정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,,1966-07-31,
288,1969,차드,차드 정부,Frolinat,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1970,차드,차드 정부,Frolinat,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1971,차드,차드 정부,"First Liberation Army, Second Liberation Army",정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1972,차드,차드 정부,First Liberation Army,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,종료,미확인,,1966-07-31,1972-11-24
288,1976,차드,차드 정부,FAN,정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1977,차드,차드 정부,"FAN, FAP",정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1978,차드,차드 정부,FAP,정부/권력,전면전,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1979,차드,차드 정부,"FAN, FAP",정부/권력,전면전,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1980,차드,차드 정부,FAN,정부/권력,전면전,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1981,차드,차드 정부,FAN,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1982,차드,차드 정부,"FAN, FAT",정부/권력,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1983,차드,차드 정부,GUNT,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1984,차드,차드 정부,GUNT,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,종료,미확인,,1966-07-31,1984-12-31
288,1986,차드,차드 정부,GUNT,정부/권력,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1966-07-31,
288,1987,차드,차드 정부,CDR,정부/권력,전면전,비국가분쟁,아프리카,0.0,0.0,0.0,있음,종료,미확인,,1966-07-31,1987-11-01
288,1989,차드,차드 정부,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",정부/권력,소규모,내전,아프리카,315.0,315.0,1585.0,있음,진행중,중규모,,1966-07-31,
288,1990,차드,차드 정부,"Islamic Legion, MPS",정부/권력,전면전,내전,아프리카,1352.0,1352.0,8932.0,있음,진행중,대규모,,1966-07-31,
288,1991,차드,차드 정부,"MDD, Military faction (forces of Maldoum Bada Abbas)",정부/권력,소규모,내전,아프리카,68.0,68.0,68.0,있음,진행중,소규모,,1966-07-31,
288,1992,차드,차드 정부,"CNR, CSNPD, FNT, MDD",정부/권력,소규모,내전,아프리카,899.0,899.0,1553.0,있음,진행중,중규모,,1966-07-31,
288,1993,차드,차드 정부,"CNR, CSNPD, FNT, MDD",정부/권력,소규모,내전,아프리카,120.0,120.0,120.0,있음,진행중,중규모,,1966-07-31,
288,1994,차드,차드 정부,"CNR, CSNPD, FNT",정부/권력,소규모,내전,아프리카,156.0,156.0,260.0,있음,종료,중규모,,1966-07-31,1994-12-31
288,1997,차드,차드 정부,"FARF, MDD",정부/권력,소규모,내전,아프리카,97.0,97.0,97.0,있음,진행중,소규모,,1966-07-31,
288,1998,차드,차드 정부,FARF,정부/권력,소규모,내전,아프리카,34.0,34.0,34.0,있음,진행중,소규모,,1966-07-31,
288,1999,차드,차드 정부,MDJT,정부/권력,소규모,내전,아프리카,394.0,394.0,1149.0,있음,진행중,중규모,,1966-07-31,
288,2000,차드,차드 정부,MDJT,정부/권력,소규모,내전,아프리카,989.0,989.0,1041.0,있음,진행중,중규모,,1966-07-31,
288,2001,차드,차드 정부,MDJT,정부/권력,소규모,내전,아프리카,226.0,226.0,326.0,있음,진행중,중규모,,1966-07-31,
288,2002,차드,차드 정부,MDJT,정부/권력,소규모,내전,아프리카,294.0,294.0,350.0,있음,진행중,중규모,,1966-07-31,
288,2003,차드,차드 정부,MDJT,정부/권력,소규모,내전,아프리카,37.0,37.0,189.0,있음,종료,소규모,,1966-07-31,2003-12-14
288,2005,차드,차드 정부,FUCD,정부/권력,소규모,내전,아프리카,100.0,100.0,356.0,있음,진행중,중규모,,1966-07-31,
288,2006,차드,차드 정부,"FUCD, RAFD, UFDD",정부/권력,전면전,내전,아프리카,1250.0,1250.0,2623.0,있음,진행중,대규모,,1966-07-31,
288,2007,차드,차드 정부,UFDD,정부/권력,소규모,내전,아프리카,69.0,69.0,380.0,있음,진행중,소규모,,1966-07-31,
288,2008,차드,차드 정부,AN,정부/권력,소규모,내전,아프리카,991.0,991.0,1361.0,있음,진행중,중규모,,1966-07-31,
288,2009,차드,차드 정부,UFR,정부/권력,소규모,내전,아프리카,131.0,131.0,324.0,있음,진행중,중규모,,1966-07-31,
