분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치
289,2012,콜롬비아,콜롬비아 정부,FARC,정부/권력,소규모,내전,,211
289,2013,콜롬비아,콜롬비아 정부,"ELN, FARC",정부/권력,소규모,내전,,140
289,2014,콜롬비아,콜롬비아 정부,FARC,정부/권력,소규모,내전,,119
289,2015,콜롬비아,콜롬비아 정부,"ELN, FARC",정부/권력,소규모,내전,,134
289,2016,콜롬비아,콜롬비아 정부,ELN,정부/권력,소규모,내전,,30
289,2018,콜롬비아,콜롬비아 정부,"ELN, FARC-EMC",정부/권력,소규모,내전,,131
289,2019,콜롬비아,콜롬비아 정부,"ELN, FARC-EMC",정부/권력,소규모,내전,,117
289,2020,콜롬비아,콜롬비아 정부,FARC-EMC,정부/권력,소규모,내전,,28
289,2021,콜롬비아,콜롬비아 정부,"ELN, FARC-EMC",정부/권력,소규모,내전,,113
289,2022,콜롬비아,콜롬비아 정부,"ELN, FARC-EMC",정부/권력,소규모,내전,,122
289,2023,콜롬비아,콜롬비아 정부,"ELN, FARC-EMC",정부/권력,소규모,내전,,89
289,2024,콜롬비아,콜롬비아 정부,"ELN, FARC - Segunda Marquetalia, FARC-EMC",정부/권력,소규모,내전,,225
291,2018,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,28
291,2019,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,34
291,2020,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,31
291,2021,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,51
291,2022,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,46
291,2023,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,59
291,2024,인도네시아,인도네시아 정부,OPM,영토,소규모,내전,,57
292,1989,페루,페루 정부,"MRTA, Sendero Luminoso",정부/권력,전면전,내전,,1827
292,1990,페루,페루 정부,"MRTA, Sendero Luminoso",정부/권력,전면전,내전,,1099
292,1991,페루,페루 정부,"MRTA, Sendero Luminoso",정부/권력,전면전,내전,,1138
292,1992,페루,페루 정부,"MRTA, Sendero Luminoso",정부/권력,전면전,내전,,1042
292,1993,페루,페루 정부,"MRTA, Sendero Luminoso",정부/권력,소규모,내전,,672
292,1994,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,253
292,1995,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,178
292,1996,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,80
292,1997,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,93
292,1998,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,25
292,1999,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,75
292,2007,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,32
292,2008,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,40
292,2009,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,50
292,2010,페루,페루 정부,Sendero Luminoso,정부/권력,소규모,내전,,28
294,2011,"Cambodia (Kampuchea), 태국",Cambodia (Kampuchea) 정부,태국 정부,영토,소규모,국가간,,29
297,2009,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,내전,,405
297,2011,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,내전,,325
297,2012,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,811
297,2013,나이지리아,나이지리아 정부,JAS,정부/권력,전면전,국제화된 내전,,1629
297,2014,나이지리아,나이지리아 정부,JAS,정부/권력,전면전,국제화된 내전,,4788
297,2015,나이지리아,나이지리아 정부,JAS,정부/권력,전면전,국제화된 내전,,2703
297,2016,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,164
297,2017,나이지리아,나이지리아 정부,JAS,정부/권력,전면전,국제화된 내전,,1062
297,2018,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,335
297,2019,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,328
297,2020,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,465
297,2021,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,276
297,2022,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,428
297,2023,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,464
297,2024,나이지리아,나이지리아 정부,JAS,정부/권력,소규모,국제화된 내전,,222
298,1989,남아프리카공화국,남아프리카공화국 정부,SWAPO,영토,소규모,내전,,361
299,2011,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,내전,,1203
299,2012,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,내전,,50444
299,2013,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,내전,,70516
299,2014,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,내전,,57957
299,2015,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,39715
299,2016,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,32595
299,2017,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,12206
299,2018,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,8690
299,2019,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,6856
299,2020,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,3513
299,2021,시리아,시리아 정부,Syrian insurgents,정부/권력,소규모,국제화된 내전,,676
299,2022,시리아,시리아 정부,Syrian insurgents,정부/권력,소규모,국제화된 내전,,563
299,2023,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,1001
299,2024,시리아,시리아 정부,Syrian insurgents,정부/권력,전면전,국제화된 내전,,1459
300,1989,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,"FUNCINPEC, KPNLF, KR",정부/권력,소규모,국제화된 내전,,818
300,1990,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,"KPNLF, KR",정부/권력,소규모,내전,,274
300,1991,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,"FUNCINPEC, KPNLF, KR",정부/권력,소규모,내전,,220
300,1992,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,KR,정부/권력,소규모,내전,,118
300,1993,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,KR,정부/권력,소규모,내전,,274
300,1994,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,KR,정부/권력,소규모,내전,,464
300,1995,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,KR,정부/권력,소규모,내전,,694
300,1996,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,KR,정부/권력,소규모,내전,,788
300,1997,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,"Forces of Norodom Ranariddh, KR, Military faction (Forces of Hun Sen)",정부/권력,소규모,내전,,415
300,1998,Cambodia (Kampuchea),Cambodia (Kampuchea) 정부,"Forces of Norodom Ranariddh, KR",정부/권력,소규모,내전,,246
303,2021,나이지리아,나이지리아 정부,IPOB,영토,소규모,내전,,129
303,2022,나이지리아,나이지리아 정부,IPOB,영토,소규모,내전,,83
303,2023,나이지리아,나이지리아 정부,IPOB,영토,소규모,국제화된 내전,,116
303,2024,나이지리아,나이지리아 정부,IPOB,영토,소규모,내전,,197
307,2000,기니,기니 정부,RFDG,정부/권력,소규모,내전,,217
307,2001,기니,기니 정부,RFDG,정부/권력,소규모,내전,,432
308,1989,필리핀,필리핀 정부,MNLF,영토,소규모,내전,,115
308,1990,필리핀,필리핀 정부,"MILF, MNLF",영토,소규모,내전,,141
308,1993,필리핀,필리핀 정부,"ASG, MNLF",영토,소규모,내전,,154
308,1994,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,196
308,1995,필리핀,필리핀 정부,ASG,영토,소규모,내전,,116
308,1996,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,180
308,1997,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,270
308,1998,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,93
308,1999,필리핀,필리핀 정부,MILF,영토,소규모,내전,,106
308,2000,필리핀,필리핀 정부,"ASG, MILF",영토,전면전,내전,,1427
308,2001,필리핀,필리핀 정부,"ASG, MILF, MNLF - NM",영토,소규모,내전,,859
308,2002,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,382
308,2003,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,820
308,2004,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,69
308,2005,필리핀,필리핀 정부,"ASG, MILF, MNLF - NM",영토,소규모,내전,,236
308,2006,필리핀,필리핀 정부,ASG,영토,소규모,내전,,50
308,2007,필리핀,필리핀 정부,"ASG, MILF, MNLF - HM",영토,소규모,내전,,307
308,2008,필리핀,필리핀 정부,MILF,영토,소규모,내전,,297
308,2009,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,517
308,2010,필리핀,필리핀 정부,ASG,영토,소규모,내전,,74
308,2011,필리핀,필리핀 정부,"ASG, MILF",영토,소규모,내전,,146
308,2012,필리핀,필리핀 정부,"ASG, BIFM",영토,소규모,내전,,113
308,2013,필리핀,필리핀 정부,"ASG, BIFM, MNLF - NM",영토,소규모,내전,,349
308,2014,필리핀,필리핀 정부,"ASG, BIFM",영토,소규모,내전,,280
308,2015,필리핀,필리핀 정부,"ASG, BIFM, MILF",영토,소규모,내전,,404
308,2016,필리핀,필리핀 정부,"al-Harakat al-Islamiyah, ASG, BIFM, Maute group",영토,소규모,내전,,303
308,2017,필리핀,필리핀 정부,ASG,영토,소규모,국제화된 내전,,84
308,2018,필리핀,필리핀 정부,"ASG, BIFM-K",영토,소규모,내전,,83
308,2019,필리핀,필리핀 정부,ASG,영토,소규모,내전,,35
308,2020,필리핀,필리핀 정부,ASG,영토,소규모,내전,,108
309,1989,수단,수단 정부,SPLM/A,정부/권력,전면전,내전,,4253
309,1990,수단,수단 정부,SPLM/A,정부/권력,전면전,내전,,4335
309,1991,수단,수단 정부,SPLM/A,정부/권력,전면전,내전,,1317
309,1992,수단,수단 정부,SPLM/A,정부/권력,전면전,내전,,1083
309,1993,수단,수단 정부,SPLM/A,정부/권력,소규모,내전,,942
309,1994,수단,수단 정부,SPLM/A,정부/권력,소규모,내전,,337
309,1995,수단,수단 정부,SPLM/A,정부/권력,전면전,내전,,1000
309,1996,수단,수단 정부,"NDA, SPLM/A",정부/권력,전면전,내전,,2289
309,1997,수단,수단 정부,"NDA, SPLM/A",정부/권력,전면전,내전,,3709
309,1998,수단,수단 정부,"NDA, SPLM/A",정부/권력,전면전,내전,,4891
309,1999,수단,수단 정부,"NDA, SPLM/A",정부/권력,전면전,내전,,1408
309,2000,수단,수단 정부,"NDA, SPLM/A",정부/권력,전면전,내전,,2841
309,2001,수단,수단 정부,"NDA, SPLM/A",정부/권력,전면전,내전,,3408
309,2002,수단,수단 정부,SPLM/A,정부/권력,전면전,내전,,2021
309,2003,수단,수단 정부,"JEM, SLM/A, SPLM/A",정부/권력,전면전,국제화된 내전,,1999
309,2004,수단,수단 정부,"JEM, SLM/A, SPLM/A",정부/권력,전면전,내전,,3278
309,2005,수단,수단 정부,SLM/A,정부/권력,소규모,내전,,161
309,2006,수단,수단 정부,"NRF, SLM/A, SLM/A - MM",정부/권력,전면전,내전,,1002
309,2007,수단,수단 정부,"JEM, SLFA",정부/권력,소규모,내전,,217
309,2008,수단,수단 정부,"JEM, SLFA, SLM/A",정부/권력,소규모,내전,,598
309,2009,수단,수단 정부,"JEM, SLM/A",정부/권력,소규모,내전,,353
309,2010,수단,수단 정부,"JEM, SLM/A, SSDM/A",정부/권력,전면전,내전,,1010
309,2011,수단,수단 정부,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A",정부/권력,전면전,국제화된 내전,,1259
309,2012,수단,수단 정부,SRF,정부/권력,전면전,내전,,1173
309,2013,수단,수단 정부,SRF,정부/권력,소규모,내전,,594
309,2014,수단,수단 정부,"Darfur Joint Resistance Forces, SARC, SRF",정부/권력,소규모,내전,,856
309,2015,수단,수단 정부,"Darfur Joint Resistance Forces, SPLM/A-North, SRF",정부/권력,전면전,내전,,1264
309,2016,수단,수단 정부,"SPLM/A-North, SRF",정부/권력,전면전,내전,,1309
309,2017,수단,수단 정부,"SARC, SLM/A, SRF",정부/권력,소규모,내전,,160
309,2018,수단,수단 정부,SLM/A,정부/권력,소규모,내전,,243
309,2020,수단,수단 정부,SLM/A,정부/권력,소규모,내전,,45
309,2021,수단,수단 정부,SLM/A,정부/권력,소규모,내전,,31
309,2022,수단,수단 정부,SLM/A,정부/권력,소규모,내전,,47
309,2023,수단,수단 정부,"RSF, SPLM/A-North",정부/권력,전면전,내전,,5353
309,2024,수단,수단 정부,RSF,정부/권력,전면전,내전,,4684
313,1989,스리랑카,스리랑카 정부,JVP,정부/권력,소규모,내전,,388
313,1990,스리랑카,스리랑카 정부,JVP,정부/권력,소규모,내전,,61
314,1989,우간다,우간다 정부,"LRA, UPA",정부/권력,전면전,내전,,1019
314,1990,우간다,우간다 정부,"LRA, UPA",정부/권력,소규모,내전,,621
314,1991,우간다,우간다 정부,"LRA, UPA",정부/권력,소규모,내전,,853
314,1992,우간다,우간다 정부,UPA,정부/권력,소규모,내전,,72
314,1994,우간다,우간다 정부,LRA,정부/권력,소규모,내전,,149
314,1995,우간다,우간다 정부,LRA,정부/권력,소규모,내전,,295
314,1996,우간다,우간다 정부,"ADF, LRA, WNBF",정부/권력,전면전,내전,,1268
314,1997,우간다,우간다 정부,"ADF, LRA, UNRF II",정부/권력,소규모,내전,,888
314,1998,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,내전,,835
314,1999,우간다,우간다 정부,ADF,정부/권력,소규모,내전,,355
314,2000,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,내전,,388
314,2001,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,내전,,189
314,2002,우간다,우간다 정부,"ADF, LRA",정부/권력,전면전,내전,,1086
314,2003,우간다,우간다 정부,LRA,정부/권력,소규모,내전,,642
314,2004,우간다,우간다 정부,LRA,정부/권력,전면전,내전,,1610
314,2005,우간다,우간다 정부,LRA,정부/권력,소규모,국제화된 내전,,695
314,2006,우간다,우간다 정부,LRA,정부/권력,소규모,내전,,221
314,2007,우간다,우간다 정부,ADF,정부/권력,소규모,내전,,91
314,2008,우간다,우간다 정부,LRA,정부/권력,소규모,국제화된 내전,,53
314,2009,우간다,우간다 정부,LRA,정부/권력,소규모,국제화된 내전,,238
314,2010,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,국제화된 내전,,120
314,2011,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,국제화된 내전,,136
314,2013,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,국제화된 내전,,100
314,2014,우간다,우간다 정부,"ADF, LRA",정부/권력,소규모,국제화된 내전,,864
314,2015,우간다,우간다 정부,ADF,정부/권력,소규모,국제화된 내전,,197
314,2016,우간다,우간다 정부,ADF,정부/권력,소규모,국제화된 내전,,152
314,2017,우간다,우간다 정부,ADF,정부/권력,소규모,국제화된 내전,,141
315,1989,영국,영국 정부,PIRA,영토,소규모,내전,,38
315,1990,영국,영국 정부,PIRA,영토,소규모,내전,,44
315,1991,영국,영국 정부,PIRA,영토,소규모,내전,,26
315,1998,영국,영국 정부,RIRA,영토,소규모,내전,,29
316,1989,엘살바도르,엘살바도르 정부,FMLN,정부/권력,전면전,내전,,4924
316,1990,엘살바도르,엘살바도르 정부,FMLN,정부/권력,소규모,내전,,849
316,1991,엘살바도르,엘살바도르 정부,FMLN,정부/권력,소규모,내전,,88
322,1989,방글라데시,방글라데시 정부,PCJSS,영토,소규모,내전,,26
322,1990,방글라데시,방글라데시 정부,PCJSS,영토,소규모,내전,,45
322,1991,방글라데시,방글라데시 정부,PCJSS,영토,소규모,내전,,25
325,2004,파키스탄,파키스탄 정부,BLA,영토,소규모,내전,,43
325,2006,파키스탄,파키스탄 정부,"Baloch Ittehad, BLA",영토,소규모,내전,,200
325,2007,파키스탄,파키스탄 정부,BLA,영토,소규모,내전,,83
325,2008,파키스탄,파키스탄 정부,"BLA, BRA",영토,소규모,내전,,197
325,2009,파키스탄,파키스탄 정부,"BLA, BRA",영토,소규모,내전,,81
325,2011,파키스탄,파키스탄 정부,BLA,영토,소규모,내전,,42
325,2012,파키스탄,파키스탄 정부,"BLA, BLF, BRA",영토,소규모,내전,,118
325,2013,파키스탄,파키스탄 정부,BLA,영토,소규모,내전,,45
325,2014,파키스탄,파키스탄 정부,"BLA, BRA",영토,소규모,내전,,90
325,2015,파키스탄,파키스탄 정부,"BLA, BLF, BRA",영토,소규모,내전,,107
325,2016,파키스탄,파키스탄 정부,"BLA, UBA",영토,소규모,내전,,94
325,2019,파키스탄,파키스탄 정부,BRAS,영토,소규모,내전,,37
325,2020,파키스탄,파키스탄 정부,BRAS,영토,소규모,내전,,120
325,2021,파키스탄,파키스탄 정부,BRAS,영토,소규모,내전,,129
325,2022,파키스탄,파키스탄 정부,BRAS,영토,소규모,내전,,154
325,2023,파키스탄,파키스탄 정부,BRAS,영토,소규모,내전,,110
325,2024,파키스탄,파키스탄 정부,BRAS,영토,소규모,내전,,300
326,1997,에리트레아,에리트레아 정부,EIJM - AS,정부/권력,소규모,내전,,31
326,1999,에리트레아,에리트레아 정부,EIJM - AS,정부/권력,소규모,내전,,25
326,2003,에리트레아,에리트레아 정부,EIJM - AS,정부/권력,소규모,내전,,57
327,1989,앙골라,앙골라 정부,UNITA,정부/권력,전면전,국제화된 내전,,2810
327,1990,앙골라,앙골라 정부,UNITA,정부/권력,전면전,내전,,2558
327,1991,앙골라,앙골라 정부,UNITA,정부/권력,소규모,내전,,491
327,1992,앙골라,앙골라 정부,UNITA,정부/권력,전면전,내전,,2321
327,1993,앙골라,앙골라 정부,UNITA,정부/권력,전면전,내전,,12054
327,1994,앙골라,앙골라 정부,UNITA,정부/권력,전면전,내전,,3925
327,1995,앙골라,앙골라 정부,UNITA,정부/권력,소규모,내전,,162
327,1998,앙골라,앙골라 정부,UNITA,정부/권력,전면전,내전,,1041
327,1999,앙골라,앙골라 정부,UNITA,정부/권력,전면전,국제화된 내전,,2273
327,2000,앙골라,앙골라 정부,UNITA,정부/권력,전면전,국제화된 내전,,1000
327,2001,앙골라,앙골라 정부,UNITA,정부/권력,전면전,국제화된 내전,,1123
327,2002,앙골라,앙골라 정부,UNITA,정부/권력,소규모,국제화된 내전,,465
329,1993,에티오피아,에티오피아 정부,AIAI,영토,소규모,내전,,36
329,1994,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,50
329,1996,에티오피아,에티오피아 정부,"AIAI, ONLF",영토,소규모,내전,,211
329,1998,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,1999,에티오피아,에티오피아 정부,"AIAI, ONLF",영토,소규모,내전,,50
329,2000,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2001,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2002,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2003,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2004,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2005,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,58
329,2006,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2007,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,152
329,2008,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2009,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,473
329,2010,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,126
329,2011,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2012,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2013,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,52
329,2014,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2015,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
329,2016,에티오피아,에티오피아 정부,ONLF,영토,소규모,내전,,25
330,1992,인도네시아,인도네시아 정부,CNRT,영토,소규모,내전,,39
330,1997,인도네시아,인도네시아 정부,CNRT,영토,소규모,내전,,51
330,1998,인도네시아,인도네시아 정부,CNRT,영토,소규모,내전,,30
330,1999,인도네시아,인도네시아 정부,CNRT,영토,소규모,내전,,26
331,1989,모로코,모로코 정부,POLISARIO,영토,소규모,내전,,207
332,1989,모잠비크,모잠비크 정부,Renamo,정부/권력,전면전,국제화된 내전,,1149
332,1990,모잠비크,모잠비크 정부,Renamo,정부/권력,전면전,국제화된 내전,,1577
332,1991,모잠비크,모잠비크 정부,Renamo,정부/권력,전면전,내전,,1326
332,1992,모잠비크,모잠비크 정부,Renamo,정부/권력,소규모,내전,,309
332,2013,모잠비크,모잠비크 정부,Renamo,정부/권력,소규모,내전,,42
332,2014,모잠비크,모잠비크 정부,Renamo,정부/권력,소규모,내전,,30
332,2016,모잠비크,모잠비크 정부,Renamo,정부/권력,소규모,내전,,55
332,2018,모잠비크,모잠비크 정부,ASWJ,정부/권력,소규모,내전,,51
332,2019,모잠비크,모잠비크 정부,ASWJ,정부/권력,소규모,내전,,97
333,1989,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",정부/권력,전면전,국제화된 내전,,5174
333,1990,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)",정부/권력,전면전,내전,,1478
333,1991,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",정부/권력,전면전,내전,,3302
333,1992,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",정부/권력,전면전,내전,,4276
333,1993,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",정부/권력,전면전,내전,,3721
333,1994,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",정부/권력,전면전,내전,,8937
333,1995,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban",정부/권력,전면전,내전,,5516
333,1996,아프가니스탄,아프가니스탄 정부,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA",정부/권력,전면전,내전,,3177
333,1997,아프가니스탄,아프가니스탄 정부,UIFSA,정부/권력,전면전,내전,,6396
333,1998,아프가니스탄,아프가니스탄 정부,UIFSA,정부/권력,전면전,내전,,6256
333,1999,아프가니스탄,아프가니스탄 정부,UIFSA,정부/권력,전면전,내전,,4629
333,2000,아프가니스탄,아프가니스탄 정부,UIFSA,정부/권력,전면전,내전,,5235
333,2001,아프가니스탄,아프가니스탄 정부,UIFSA,정부/권력,전면전,국제화된 내전,,2328
333,2002,아프가니스탄,아프가니스탄 정부,Hizb-i Islami-yi Afghanistan,정부/권력,소규모,내전,,30
333,2003,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,소규모,국제화된 내전,,660
333,2004,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,소규모,국제화된 내전,,711
333,2005,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,1628
333,2006,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,전면전,국제화된 내전,,4734
333,2007,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,6848
333,2008,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,전면전,국제화된 내전,,5655
333,2009,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,전면전,국제화된 내전,,6390
333,2010,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,전면전,국제화된 내전,,7038
333,2011,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,전면전,국제화된 내전,,7423
333,2012,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,7730
333,2013,아프가니스탄,아프가니스탄 정부,"Hizb-i Islami-yi Afghanistan, Taleban",정부/권력,전면전,국제화된 내전,,8048
333,2014,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,12351
333,2015,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,16606
333,2016,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,15775
333,2017,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,16179
333,2018,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,22837
333,2019,아프가니스탄,아프가니스탄 정부,Taleban,정부/권력,전면전,국제화된 내전,,28828
333,2020,아프가니스탄,아프가니스탄 정부,"High Council of Afghanistan Islamic Emirate, Taleban",정부/권력,전면전,국제화된 내전,,20159
333,2021,아프가니스탄,아프가니스탄 정부,"NRF, Taleban",정부/권력,전면전,국제화된 내전,,35329
333,2022,아프가니스탄,아프가니스탄 정부,"AFF, NRF",정부/권력,소규모,내전,,617
333,2023,아프가니스탄,아프가니스탄 정부,"AFF, NRF",정부/권력,소규모,내전,,74
333,2024,아프가니스탄,아프가니스탄 정부,NRF,정부/권력,소규모,내전,,28
335,1992,인도,인도 정부,ATTF,영토,소규모,내전,,29
335,1997,인도,인도 정부,"ATTF, NLFT",영토,소규모,내전,,72
335,1999,인도,인도 정부,NLFT,영토,소규모,내전,,32
335,2000,인도,인도 정부,NLFT,영토,소규모,내전,,61
335,2001,인도,인도 정부,NLFT,영토,소규모,내전,,32
335,2002,인도,인도 정부,NLFT,영토,소규모,내전,,40
335,2003,인도,인도 정부,NLFT,영토,소규모,내전,,32
335,2004,인도,인도 정부,NLFT-B,영토,소규모,내전,,26
336,1989,니카라과,니카라과 정부,Contras,정부/권력,소규모,내전,,526
336,1990,니카라과,니카라과 정부,Contras,정부/권력,소규모,내전,,39
337,1989,소말리아,소말리아 정부,"SNM, SPM",정부/권력,소규모,내전,,379
337,1990,소말리아,소말리아 정부,"SNM, SPM, USC/SSA",정부/권력,전면전,내전,,2710
337,1991,소말리아,소말리아 정부,"SNM, SPM, USC/SNA, USC/SSA",정부/권력,전면전,내전,,8005
337,1992,소말리아,소말리아 정부,USC/SNA,정부/권력,전면전,내전,,1154
337,1993,소말리아,소말리아 정부,USC/SNA,정부/권력,소규모,내전,,25
337,1994,소말리아,소말리아 정부,USC/SNA,정부/권력,소규모,내전,,237
337,1995,소말리아,소말리아 정부,USC/SNA,정부/권력,소규모,내전,,104
337,1996,소말리아,소말리아 정부,USC/SNA,정부/권력,소규모,내전,,256
